路段起点,路段终点,2020,2021,2022,2023,2024,技术等级,面层类型,车道数量,路基宽度,路面宽度,面层厚度,修建年度,养护里程（公里）,已绿化里程（公里）,高边坡数量,高边坡长度,涵洞数量
5804,5805,78.3,86.85,100,79.79,85.66,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5805,5806,80.2,84.48,98.8,93.676,87.96,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5806,5807,82.9,88.25,97.13,79.92,81.59,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5807,5808,82.6,86.36,97.67,80.4,88.97,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5808,5809,83,83.44,97.04,74.85,83.31,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5809,5810,100,84.51,97.01,81.24,84.01,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5810,5811,100,87.77,95.07,78.33,89.02,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5811,5812,100,91.82,92.75,77.3,83.57,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5812,5813,100,93.74,100,86.7,87.14,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5813,5814,98.8,90.61,99.11,87.71,93.98,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5814,5815,94.1,94.85,97.48,93.14,88.71,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5815,5816,97.9,93.92,100,89.07,83.59,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5816,5817,97.3,91.67,100,91.36,79.64,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5817,5818,96.7,86.78,100,91.4,90.64,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5818,5819,100,92.51,100,86.89,91.93,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5819,5820,98.9,96.51,100,92.35,85.82,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5820,5821,94.9,92.01,100,95.21,89.98,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5821,5822,97.1,93.62,100,91.87,82.14,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5822,5823,96.2,88.63,93.75,94.59,78.67,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5823,5824,100,89.89,90.79,88.54,73.71,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5824,5825,100,87.68,100,90.43,93.53,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5825,5826,96.9,84.5,97.32,83.98,79.83,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5826,5827,100,94.59,96.17,84.08,98.06,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5827,5828,98.8,92.61,100,93.02,91.84,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5828,5829,96.3,90.42,100,92.76,85.19,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5829,5830,86.2,80.55,100,93.3,73.22,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5830,5831,86.4,75.06,100,89.54,79.42,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5831,5832,78.3,80.45,98.18,86.35,83.08,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5832,5833,85.7,82.03,100,81.61,79.07,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5833,5834,84.4,94.11,98.41,92.72,89.74,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5834,5835,80.7,92.82,97.98,86.68,91.5,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5835,5836,85.7,93.76,98.21,86.83,95.74,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5836,5837,88.7,97.73,96.55,93.15,87.62,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5837,5838,92.3,95.56,98.53,92.2,92.05,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5838,5839,89.1,92.22,93.65,93.8,93.35,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5839,5840,86.1,90.15,100,88.86,76.43,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5840,5841,85,95.19,94.64,87.88,84.15,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5841,5842,83.2,93.31,94.96,86,92.82,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5842,5843,88.3,96.63,96.26,81.89,70.43,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5843,5844,80.1,91.81,96.89,90.65,76.07,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5844,5845,67.3,91.5,95.39,88.74,78.65,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5845,5846,68.7,98.81,95.05,73.63,82.53,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5846,5847,67.5,100,92.15,68.56,85.54,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5847,5848,67.3,98.81,90.78,78.23,58.83,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5848,5849,81.2,92.29,95.87,81.09,63.2,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5849,5850,82.3,83.16,95.5,84.27,55.57,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5850,5851,85.4,81.76,96.01,78.44,59.61,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5851,5852,85,82.72,96.06,70.09,63.86,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5852,5853,86.6,83.3,94.48,70.96,58.67,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5853,5854,79.6,84.24,95.82,68.01,65.79,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5854,5855,66.8,82.63,86.53,67.16,55.18,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5855,5856,49.1,87.47,91.82,57.21,59.18,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5856,5857,76.5,86.74,82.8,72.47,56.26,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5857,5858,79.4,77.89,95.61,69.66,67.32,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5858,5859,66.5,78.38,96.26,29.108,66.3,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5859,5860,67.1,83.71,88.13,68.44,72.93,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5860,5861,73.9,75.08,95.24,70.27,68.09,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5861,5862,77.6,73.25,96.69,66.39,80.3,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5862,5863,74.8,79.83,94.28,73.01,65.88,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5863,5864,69.1,83.66,95.88,71.34,58.13,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5864,5865,70.9,80.73,96.57,75.99,72.24,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5865,5866,73.2,82.38,96.64,72.07,66.56,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5866,5867,83,87.83,81.86,55.64,70.18,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5867,5868,80.7,83.81,93.94,74.18,62.31,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5868,5869,83.6,86.54,96.93,67.45,61.37,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5869,5870,78.4,81.33,89.42,66.82,53.81,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5870,5871,74.7,81.88,86.15,62.98,54.08,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5871,5872,73,74.66,90.22,60.62,52.36,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5872,5873,65.1,75.43,90.01,62.56,66.12,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5873,5874,72.2,78.53,83.38,58,65.02,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5874,5875,74.7,84.78,89.31,62.77,52.78,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
4564,4565,79.52,92.97,95.622,88.652,83.118,2,1,6,37,27,5,1954,2.168,0,0,0,3
4565,4566,96.3,95.87,94.472,88.514,78.99,2,1,6,37,27,5,1954,2.168,0,0,0,3
4566,4567,98.5,100,91.55,73.12,85.81,2,1,6,37,27,5,1954,3.63,0,0,0,0
4567,4568,97.1,100,91.414,74.362,85.84,2,1,6,37,27,5,1954,3.63,0,0,0,0
4568,4569,98.6,100,91.55,73.12,82.66,2,1,6,37,27,5,1954,3.63,0,0,0,0
4569,4570,98,98.85,92.902,83.448,82.45,2,1,6,37,27,5,1954,1.22,0.164,0,0,2
4570,4571,95.4,100,96.508,87.084,81.09,2,1,6,37,27,5,1954,1.22,0.164,0,0,2
4571,4572,66.98,80.7,95.57,71.244,75.38,3,1,2,7.5,6.5,5,1954,3.12,0.42,0,0,6
4572,4573,68.8,80.44,97.842,83.434,83.63,3,1,2,7.5,6.5,5,1954,3.12,0.42,0,0,6
4573,4574,72.7,79.72,99.42,87.542,91.42,3,1,2,7.5,6.5,5,1954,3.12,0.42,0,0,6
4574,4575,73,85.938,88.252,82.612,95.56,2,1,6,37,27,5,1954,1.291,0.174,0,0,0
929.844,930.1,58.6,62.73,54.81,63.26,95.56,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
930.1,931,26.4,77.34,87.81,74.32,98.31,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
931,932,44.9,100,100,100,96.41,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
932,933,81,96.81,100,98.49,93.45,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
933,934,78.8,84.46,91.56,81.58,82.76,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
934,935,81.7,85.74,92.19,86.2,78.68,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
935,936,84.5,85.32,92.06,93.06,86.17,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
936,937,78.7,78.72,100,100,98.46,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
937,938,74.4,81.15,98.64,100,95.53,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
938,939,86.3,87.28,93.78,94.05,90.88,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
939,940,97.2,90.48,92.83,90.39,82.93,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
940,941,63.7,81.79,73.15,79.2,87.68,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
941,941.6,39.8,61.54,79.22,68.81,95.17,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
941.6,941.9,59.5,93.74,90.72,49.91,97.34,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
941.9,943,38.2,81.69,88.52,91.37,73.29,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
943,944,50.8,75,87.37,74.97,88.44,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
944,945.1,52.1,83.12,91.62,59.39,81.9,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
945.1,945.4,88.5,64.52,55.99,68.77,80.45,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
945.4,946.6,79.2,60.93,56.11,76.15,95.36,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
946.6,947.568,53.1,62.802,91.27,50,82.64,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
792,793,59.8,76.44,73.274,51.742,48.128,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
793,794,56.3,80.38,82.678,72.078,64.062,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
794,795,57.3,65.62,95.28,26.892,65.178,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
795,796,55.2,57.03,80.836,43.75,72.606,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
796,797,42.9,49.5,92.562,40.042,86.382,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
797,798,36.5,44.59,85.316,47.566,69.056,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
798,799,47.4,65.09,88.21,52.324,50.966,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
799,800,48.8,71.5,82.628,51.846,53.6,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
800,801,48.9,65.53,87.362,57.624,38.484,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
801,802,50.2,54.56,78.748,42.76,90.704,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
802,803,46.7,53.44,90.368,40.678,92.344,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
803,804,46.3,59.9,83.872,45.058,62.584,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
804,805,25.1,75.14,79.2,54.556,55.986,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
805,806,29.7,92.14,94.54,81.212,88.816,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
806,807,37.7,53.39,91.298,38.228,80.254,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
807,808,38.8,51.35,91.392,38.228,78.816,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
808,809,64.7,73.12,84.384,44.32,25.856,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
809,810,68.8,75.1,80.408,52.822,55.986,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
810,811,82.8,84.47,96.458,76.2,69.544,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
811,812,67,70.33,90.06,64.692,76.482,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
812,813,65,76.39,86.082,74.578,48.164,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
813,814,73.3,82.52,94.282,70.11,71.622,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
814,815,63.6,84.32,95.828,70.966,68.758,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
815,816,76.6,83.82,95.828,76.608,92.548,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
816,817,79.1,72.27,88.648,49.464,72.228,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
817,818,64.6,54.14,85.11,30.742,77.336,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
818,819,57.2,58.32,82.856,49.242,72.606,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
819,820,36.7,45.3,85.316,37.422,69.056,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
820,821,57.5,54.65,93.258,34.21,75.296,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
821,822,87.5,78.34,93.578,66.832,49.652,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
822,823,76.7,61,79.25,53.8,61.854,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
823,824,62.4,71.38,82.382,49.852,75.012,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
398,399,85.8,85.7,97.338,91.834,98.18,4,1,1,7,5.5,4,1986,5.332,0,0,0,15
399,400,85.3,87.99,86.226,91.834,98.06,4,1,1,7,5.5,4,1986,5.332,0,0,0,15
400,401,83.5,85.12,92.942,92.67,96.72,4,1,1,7,5.5,4,1986,5.332,0,0,0,15
401,402,72.88,78.38,72.746,59.7,0,4,1,1,7,5.5,4,1986,5.332,0,0,0,15
388,389,83.94,53.894,96.566,88.212,100,3,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
389,390,82.5,49.73,86.894,83.244,100,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
390,391,82.68,43.43,89.726,91.834,100,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
391,392,84.78,62.94,86.948,79.852,100,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
392,393,85.98,74.19,93.552,79.204,100,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
393,394,78.06,61.42,90.698,81.32,100,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
394,395,82.2,76.9,89.746,82.298,100,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
395,396,87.44,80.77,93.622,81.968,100,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
396,397,84.9,59.01,90.698,88.036,100,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
397,398,79.92,71.06,96.718,91.834,100,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
398,399,80.46,78.6,94.536,81.968,100,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
399,400,87.54,81.99,94.052,93.438,100,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
400,401,84.7,94.38,89.478,80.696,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
401,402,89.58,87.12,91.762,88.906,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
402,403,40.3,74.81,96.446,91.834,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
403,404,52.6,7.77,98.838,82.806,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
404,405,42.4,5.87,98.838,91.834,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
405,406,42.2,8.63,98.838,91.834,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
406,407,31.7,7.93,97.37,91.834,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
407,408,42.2,16.15,98.838,91.834,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
408,409,46.9,10.63,98.364,93.972,95.53,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
409,410,61.4,18.18,96.962,81.648,94.24,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
410,411,60.4,22.15,98.272,92.67,96.83,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
411,412,33.9,22.47,96.822,90.558,88.45,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
412,413,47.3,14.59,98.838,91.834,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
413,414,42.2,14.96,98.838,91.834,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
414,415,43.7,8.46,98.838,91.834,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
415,416,49.7,13.78,98.838,82.806,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
416,417,55.4,10.9,98.838,82.806,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
417,418,59.4,10.7,98.838,91.834,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
418,419,62.8,18.87,98.838,91.834,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
419,420,64.3,21.11,98.618,91.078,97.13,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
420,421,71.8,30.38,98.272,92.67,96.61,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
421,422,62.4,15.94,98.272,92.67,97.01,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
422,423,62.9,20.15,98.838,91.834,100,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
423,424,35.72,25.56,81.532,15.592,73.708,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
424,425,72.77952183,82.37608434,90.16544994,67.83122396,76.50225764,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
