路段起点,路段终点,2020,2021,2022,2023,2024,技术等级,面层类型,车道数量,路基宽度,路面宽度,面层厚度,修建年度,养护里程（公里）,已绿化里程（公里）,高边坡数量,高边坡长度,涵洞数量
5817,5818,92.1,89.25,77.67,85.84,79.81,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5818,5819,87.4,77.97,81.89,89.82,75.49,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5819,5820,82.4,77.16,75.36,80.57,87.4,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5820,5821,91,88.51,52.37,77.29,84.92,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5821,5822,88.5,88.85,80.3,88.5,87.21,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5822,5823,92.8,87.59,82.92,86.5,81.17,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5823,5824,84.1,80.81,79.13,87.95,89.69,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5824,5825,89.6,90.71,56.53,83.69,88.68,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5825,5826,92.5,89.79,85.34,91.27,89.19,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5826,5827,93.3,89.9,84.36,90.61,85.57,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5827,5828,91,82.63,86.43,91.07,85.5,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5828,5829,87,82.72,76.26,87.75,88.21,3,1,2,7,6.5,5,2009,24.532,24.464,7,1124,56
5829,5830,91.1,88.15,63.19,87.42,87.34,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5830,5831,89.7,83.85,72.63,90.61,79.81,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5831,5832,90.1,76.86,83.51,88.06,87.08,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5832,5833,87.9,82.88,73.04,80.87,85.64,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5833,5834,89.3,77.97,64.66,87.91,83.37,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5834,5835,92.7,82.21,71.57,86.1,86.2,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5835,5836,90.5,82.3,69.44,84.61,88.27,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5836,5837,94.1,73.5,77.8,87.11,76.13,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5837,5838,91,31.99,74.81,89.61,81.87,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5838,5839,91.1,28.44,75.46,77.75,86.14,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5839,5840,92,54.62,63.13,83.41,86.41,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5840,5841,91.6,52.45,66.96,88,85.79,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5841,5842,92.9,45.79,80.92,88.09,88.56,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5842,5843,95.1,80.63,75.15,87.94,81.61,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5843,5844,92.7,70.71,74.23,90.17,86.48,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5844,5845,94,72.36,77.15,82.53,91.42,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5845,5846,96.6,87.14,65.45,87.1,91.73,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5846,5847,96.6,79.05,84.01,91.59,92.61,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5847,5848,96,79.14,91.79,92.87,87.84,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5848,5849,94.6,41.1,92.11,93.69,88.02,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5849,5850,95.1,72.82,87.68,89.63,92.41,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5850,5851,96.1,84.54,81.73,89.88,88.62,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5851,5852,93.9,67.11,87.16,93.11,90.95,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5852,5853,95.6,83.69,87.6,90.32,90.56,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5853,5854,94.6,78.95,78.96,91.93,77.57,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5854,5855,89.3,48.97,87.83,91.16,70.1,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5855,5856,86.2,49.12,77.63,78.51,94.02,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5856,5857,96.3,90.76,58.33,71.4,93.72,3,1,2,7,6.5,5,2009,28.374,28.266,18,1742,64
5857,5858,96.7,88.39,69.09,94.39,88.56,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5858,5859,93.9,71.89,92.86,89.45226222,82.72,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5859,5860,95.9,86.34,89.07,91.41,88.21,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5860,5861,95.1,72.82,84.96,84.49,90.46,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5861,5862,94.9,68.62,82.06,89.86,90.76,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5862,5863,95.9,77.87,85.67,91,90.16,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5863,5864,95.1,85.21,88.51,92.71,93.07,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5864,5865,94.8,86.95,88.58,90.9,87.72,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5865,5866,94.3,81.44,88.34,93.83,89.74,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5866,5867,93.4,74.84,83.63,89.13,86.34,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5867,5868,94.1,84.39,82.44,90.31,91.24,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5868,5869,95.5,88.21,77.34,87.39,86.95,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5869,5870,92.2,81.96,90.16,92.31,80.18,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5870,5871,91.4,86.34,80.96,88.43,88.91,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5871,5872,92.8,89.63,79.78,81.83,90.21,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5872,5873,94.8,87.59,74.05,89.43,92.45,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5873,5874,94.9,87.27,87.16,90.26,90.36,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
5874,5875,93.8,87.78,87.77,92.75,90.11,3,1,2,7,6.5,5,2009,17.75,17.543,6,344,50
4564,4565,95.37806824,92.41,51.98330648,80.3009514,91.74474578,2,1,6,37,27,5,1954,2.168,0,0,0,3
4565,4566,94.6,91.19,50.39146292,80.88325599,91.41348706,2,1,6,37,27,5,1954,2.168,0,0,0,3
4566,4567,96.4,95.28,51.66502168,81.73961316,91.0364273,2,1,6,37,27,5,1954,3.63,0,0,0,0
4567,4568,96.3,95.5,51.66502168,81.73961316,91.0364273,2,1,6,37,27,5,1954,3.63,0,0,0,0
4568,4569,96.2,93.89,56.13373253,81.24707246,90.56353908,2,1,6,37,27,5,1954,3.63,0,0,0,0
4569,4570,96.3,94.64,54.68076923,79.92735905,94.61,2,1,6,37,27,5,1954,1.22,0.164,0,0,2
4570,4571,96.3,90.16,58.9704208,80.83099565,93.95,2,1,6,37,27,5,1954,1.22,0.164,0,0,2
4571,4572,86.00803232,82.21,56.98726241,79.54089531,94.84,3,1,2,7.5,6.5,5,1954,3.12,0.42,0,0,6
4572,4573,92,86.14,60.86254472,80.72391937,92.49,3,1,2,7.5,6.5,5,1954,3.12,0.42,0,0,6
4573,4574,87.3,84.84,60.91731089,82.01049174,92.21,3,1,2,7.5,6.5,5,1954,3.12,0.42,0,0,6
4574,4575,91.88923757,81.06898562,56.9399423,77.61118609,72.94,2,1,6,37,27,5,1954,1.291,0.174,0,0,0
929.844,930.1,71.4,47.67,22.81,68.15,72.94,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
930.1,931,94,83.17,76.47,89.2,89.63,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
931,932,92.6,87.59,76.4,91.28,90.41,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
932,933,92.2,89.14,80.13,91.65,90.06,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
933,934,91.8,87.27,80.07,88.06,89.74,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
934,935,91,84.31,78.69,86.78,85.64,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
935,936,94.1,86.48,85.49,92.45,89.25,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
936,937,94.3,88.85,86.93,93.95,92.29,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
937,938,94.5,85.36,85.51,93.1,91.14,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
938,939,95,91.95,90.02,94.91,94.08,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
939,940,91.1,88.45,80.85,92.26,90.51,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
940,941,92,85.28,73.62,89.21,91.1,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
941,941.6,82.2,64.23,24.6,77.17,79.52,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
941.6,941.9,35.2,90.71,86.29,26.91,92.61,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
941.9,943,89,89.53,79.79,92.21,91.64,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
943,944,91.1,87.78,80.43,90.41,91.95,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
944,945.1,92.9,75.39,63.74,89.4,83.53,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
945.1,945.4,69.2,74.71,53.87,54.98,86.07,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
945.4,946.6,92.7,44.79,4.87,89.81,73.05,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
946.6,947.568,70.2,63.51881466,54.7475375,66.48,81.564,3,1,2,7.5,6.5,4,2008,17.724,17.717,0,0,30
792,793,71.26473304,43.5,29.20723032,46.95387791,54.11226791,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
793,794,78.8,34.65,26.06204773,49.82440995,51.0306409,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
794,795,52.60723873,26.28,28.98046933,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
795,796,62.7,32.75,26.56598032,41.36099775,51.0306409,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
796,797,56.8,26.49,28.98046933,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
797,798,77.2,44.65,28.80210561,49.51616822,54.11226791,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
798,799,65.1,48.4,32.81188078,41.64954795,52.89010598,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
799,800,61.1,34.56,27.56211723,41.36099775,51.0306409,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
800,801,38.4,26.28,28.42370101,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
801,802,48.8,26.28,28.98046933,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
802,803,51.7,26.28,28.98046933,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
803,804,30.9,26.28,29.93268013,39.17626082,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
804,805,24.3,26.28,28.59646052,36.74699696,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
805,806,12,26.28,27.71158636,31.29728415,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
806,807,20.1,26.28,27.71158636,36.74699696,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
807,808,33.7,26.28,30.28367945,39.17626082,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
808,809,58.8,26.28,30.32662961,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
809,810,46.3,26.28,28.07922168,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
810,811,56.6,26.28,28.98046933,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
811,812,55.8,26.28,28.98046933,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
812,813,64.3,32.24,25.0647492,39.1993509,45.10770861,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
813,814,51.6,28.56,27.08131929,41.57089338,45.10770861,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
814,815,56.3,40.68,27.7288049,41.64954795,54.48629419,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
815,816,80.5,60.84,34.33541886,55.96452403,55.60748922,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
816,817,78.1,53.46,30.70375028,50.50117893,53.63821985,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
817,818,76.2,52.45,30.10152938,46.68897308,53.86842079,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
818,819,59.4,27.74,28.42747957,41.57089338,45.10770861,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
819,820,2.7,26.28,27.71158636,31.29728415,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
820,821,16.4,26.28,27.71158636,35.57113409,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
821,822,41.9,26.28,28.19788502,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
822,823,23.6,26.28,28.59646052,36.74699696,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
823,824,45.2,26.28,28.07922168,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,30.93,30.786,0,0,58
398,399,89.8,74.51,86.61,92.02,91.73,4,1,1,7,5.5,4,1986,5.332,0,0,0,15
399,400,83.3,73.28,83.04,92.18,90.31,4,1,1,7,5.5,4,1986,5.332,0,0,0,15
400,401,65,77.87,87.4,92.18,83.37,4,1,1,7,5.5,4,1986,5.332,0,0,0,15
401,402,79.11846066,63.02,85.34,84.99,87.4,4,1,1,7,5.5,4,1986,5.332,0,0,0,15
388,389,64.80805028,34.41954938,0.12,31.16,90.31,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
389,390,40.15225746,26.28,0.06,27.88,89.08,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
390,391,33.71694129,26.28,9.62,34.84,92.45,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
391,392,67.67168143,39.7,2.3,55.02,93.44,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
392,393,68.33891604,34.68,15.34,41.15,87.08,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
393,394,30.67704409,26.28,7.28,21.26,93.95,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
394,395,38.00276988,26.28,8.8,29.53,85.21,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
395,396,79.97027648,59.02,10.7,54.51,82.63,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
396,397,60.52541456,28.21,4.93,26.56,82.21,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
397,398,72.68614523,41.1,9.28,47.75,85.06,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
398,399,72.91531914,28.68,12.85,39.2,83.53,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
399,400,69.17599768,32.66,7.84,50.01,87.01,4,1,1,5,4.5,5,2011,12.671,11.05,2,260,90
400,401,32.73045523,26.28,22.08,21.47,86.2,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
401,402,43.03390362,26.28,4.81,29.623051,92.2,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
402,403,28.1,26.28,21.7,52.12,92.49,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
403,404,32.1,26.28,2.17,17.16,87.84,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
404,405,36.4,26.28,4.39,23.49,90.46,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
405,406,25.2,26.28,4.09,16.06,90.95,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
406,407,25.9,26.28,3.02,15.86,92.08,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
407,408,60.4,26.28,10.92,39.37,87.65,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
408,409,68.9,26.28,11.72,45.76,91.82,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
409,410,64.4,26.28,12.6,39.1,88.21,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
410,411,65.9,26.28,13.57,28.95,87.65,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
411,412,5.9,26.28,0.45,2.01,86.27,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
412,413,58.5,26.28,3.31,21.53,91.19,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
413,414,68.7,26.28,3.64,22.96,85.21,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
414,415,61.3,26.28,12.46,45.06,88.15,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
415,416,79.6,26.28,29.78,59.82,88.97,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
416,417,75.5,26.28,31.87,58.28,87.78,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
417,418,78,26.28,29.11,55.45,91.42,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
418,419,82.7,30.61,26.64,56.85,93.58,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
419,420,81,53.9,37.46,67.21,92.33,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
420,421,77.5,38.38,22.68,52.39,89.69,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
421,422,85.9,59.3,44.58,72.07,93.82,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
422,423,81.5,44.5,32.52,57.38,93.58,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
423,424,72.60188385,48.54,34.41,51.07,83.92,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
424,425,86.05913251,71.57560916,58.52058794,71.30285652,77.54954104,4,1,1,5.5,4.5,4,1998,22.823,22.782,0,0,100
